fecha,ubicacion,temp_min,temp_max,lluvia,evaporacion,horas_sol,dir_rafaga_viento,vel_rafaga_viento,dir_viento_9am,dir_viento_3pm,vel_viento_9am,vel_viento_3pm,humedad_9am,humedad_3pm,presion_9am,presion_3pm,nubes_9am,nubes_3pm,temp_9am,temp_3pm,llovio_hoy
2014-05-25,Portland,11.3,17.4,0.4,0.6,3.4,W,39.0,NW,W,19.0,22.0,92.6,81.3,1013.9,1014.9,8.0,4.0,15.2,15.8,No
2014-05-26,Portland,11.7,16.9,0.4,2.0,0.0,NW,33.0,NNW,N,20.0,7.0,83.5,89.5,1017.5,1011.7,8.0,4.0,15.2,15.6,No
2014-05-27,Portland,14.1,17.6,4.4,0.6,5.5,NNW,42.0,NNW,NW,18.0,17.0,88.7,73.2,1003.1,1000.1,2.0,8.0,15.1,15.9,Yes
2014-05-28,Portland,12.1,15.6,1.2,1.6,4.9,WSW,45.0,WSW,WSW,22.0,26.0,88.1,87.9,1011.0,1013.9,8.0,8.0,13.0,12.9,Yes
2014-05-29,Portland,8.0,16.9,0.6,1.0,8.9,NNE,20.0,N,ENE,11.0,10.0,99.9,72.7,1023.3,1022.2,,4.0,9.7,16.7,No
2014-05-30,Portland,7.3,18.2,0.2,1.2,5.3,N,20.0,N,ENE,7.0,11.0,92.2,66.0,1026.3,1024.2,,,10.9,17.5,No
2014-05-31,Portland,4.7,14.3,0.0,0.8,0.0,N,17.0,,NNE,0.0,5.0,90.1,65.9,1022.3,1019.1,,,8.0,13.6,No
2014-06-01,Portland,7.2,15.9,5.0,0.4,0.1,SE,40.0,SE,ESE,22.0,12.0,92.2,91.2,1017.8,1017.1,8.0,8.0,14.1,16.2,Yes
2014-06-02,Portland,11.7,15.5,10.2,0.2,0.0,W,16.0,ESE,WNW,3.0,8.0,97.0,94.5,1020.1,1018.6,7.0,8.0,15.2,13.7,Yes
2014-06-03,Portland,10.4,16.5,0.8,0.2,6.1,W,39.0,W,W,17.0,26.0,99.5,68.5,1019.0,1018.5,8.0,1.0,13.4,15.1,No
2014-06-04,Portland,10.8,14.5,5.8,0.8,1.7,WSW,45.0,W,WSW,12.0,11.0,100.0,72.7,1023.3,1024.0,8.0,8.0,12.7,14.9,Yes
2014-06-05,Portland,5.2,15.2,0.4,0.6,6.0,W,20.0,N,WSW,4.0,10.0,99.4,65.1,1029.9,1029.3,1.0,8.0,9.0,14.4,No
2014-06-06,Portland,4.4,15.2,0.0,0.6,6.0,W,32.0,NW,W,6.0,24.0,97.6,78.6,1031.9,1030.1,8.0,8.0,10.6,15.0,No
2014-06-07,Portland,10.1,15.8,2.4,1.2,3.1,SSW,31.0,WSW,SSW,13.0,16.0,88.1,89.2,1032.3,1031.3,8.0,8.0,13.8,13.2,Yes
2014-06-08,Portland,10.1,14.6,2.6,0.6,3.7,ESE,25.0,ESE,E,9.0,3.0,69.2,68.7,1034.7,1034.1,8.0,7.0,12.0,13.3,Yes
2014-06-09,Portland,1.1,13.9,0.0,1.0,4.0,ENE,29.0,E,NE,6.0,5.0,79.1,66.2,1034.7,1031.2,,,7.7,12.3,No
2014-06-10,Portland,6.5,16.4,0.2,0.6,2.8,N,36.0,N,N,2.0,14.0,89.1,67.2,1029.7,1026.0,,,8.1,15.3,No
2014-06-11,Portland,5.1,12.5,0.0,1.2,0.2,N,37.0,N,N,19.0,15.0,81.8,82.6,1021.2,1018.2,,,10.9,13.6,No
2014-06-12,Portland,10.2,15.5,0.0,0.8,0.0,NNE,31.0,NNE,N,12.0,16.0,90.1,79.3,1014.0,1010.6,,5.0,10.4,13.5,No
2014-06-13,Portland,7.1,13.4,0.0,0.4,0.5,SW,24.0,ENE,ESE,6.0,6.0,97.2,87.2,1011.0,1010.2,8.0,8.0,9.6,13.0,No
2014-06-14,Portland,9.8,14.5,71.2,0.6,1.0,SSW,44.0,S,S,23.0,13.0,86.4,71.1,1018.2,1018.9,8.0,8.0,12.7,12.3,Yes
2014-06-15,Portland,7.8,14.8,1.2,1.0,3.1,W,33.0,SW,W,14.0,23.0,92.0,79.3,1021.9,1019.8,8.0,8.0,11.6,12.7,Yes
2014-06-16,Portland,8.7,13.9,9.2,0.4,5.4,W,49.0,WSW,WSW,31.0,24.0,75.6,78.0,1018.3,1020.2,7.0,8.0,13.2,14.2,Yes
2014-06-17,Portland,11.5,13.8,2.4,0.4,0.0,SW,24.0,WSW,W,14.0,14.0,78.8,74.5,1030.1,1030.6,7.0,8.0,11.6,13.4,Yes
2014-06-18,Portland,9.5,13.3,1.8,0.4,0.0,N,20.0,NNW,N,7.0,10.0,92.3,70.3,1031.7,1029.5,8.0,8.0,11.4,12.5,Yes
2014-06-19,Portland,4.6,11.6,0.0,0.8,0.8,N,34.0,NNE,NNE,6.0,18.0,89.6,80.0,1022.2,1015.8,,,7.5,10.8,No
2014-06-20,Portland,7.2,14.9,0.0,0.8,2.9,NNW,45.0,N,NNW,20.0,18.0,82.3,88.9,1009.6,1007.6,8.0,5.0,10.8,14.0,No
2014-06-21,Portland,11.4,13.9,5.2,0.4,4.0,NW,30.0,NNW,WNW,9.0,8.0,99.4,93.7,1015.4,1016.2,8.0,7.0,11.7,13.5,Yes
2014-06-22,Portland,9.5,14.0,4.6,0.0,0.9,N,61.0,N,N,11.0,19.0,99.2,80.4,1020.3,1013.7,3.0,,8.8,13.2,Yes
2014-06-23,Portland,8.2,12.4,6.8,2.0,0.9,WSW,74.0,NNW,WSW,24.0,45.0,93.6,77.2,996.8,998.1,8.0,8.0,8.3,9.8,Yes
2014-06-24,Portland,5.1,12.9,21.2,1.2,1.7,WSW,106.0,SW,W,39.0,33.0,73.8,75.3,999.1,1005.1,8.0,8.0,10.7,12.4,Yes
2014-06-25,Portland,10.3,15.8,5.6,0.8,3.4,W,70.0,WSW,WNW,31.0,30.0,69.4,92.4,1012.5,1010.9,6.0,8.0,12.6,12.5,Yes
2014-06-26,Portland,10.4,14.3,11.0,1.8,5.6,W,73.0,W,W,31.0,31.0,69.2,61.8,1015.7,1016.0,8.0,6.0,12.3,13.7,Yes
2014-06-27,Portland,8.5,15.1,0.2,1.4,6.3,NNW,55.0,N,N,30.0,31.0,71.3,61.4,1004.3,996.7,,,11.0,14.9,No
2014-06-28,Portland,7.3,10.7,12.2,3.0,0.7,WSW,78.0,NNW,WSW,22.0,44.0,92.1,82.8,990.8,991.4,8.0,8.0,8.1,10.7,Yes
2014-06-29,Portland,6.8,11.6,14.2,1.6,9.0,SW,62.0,SW,SW,25.0,20.0,85.5,73.2,1006.3,1009.2,8.0,8.0,9.8,9.9,Yes
2014-06-30,Portland,7.5,13.6,5.0,1.6,4.9,WSW,44.0,WSW,SW,24.0,23.0,93.7,73.4,1017.3,1020.2,8.0,8.0,11.2,12.1,Yes
2014-07-01,Portland,9.1,13.9,0.8,0.8,0.0,WNW,27.0,W,NW,11.0,21.0,78.5,81.5,1029.2,1028.5,8.0,8.0,11.9,13.4,No
2014-07-02,Portland,9.7,15.2,0.0,0.8,0.4,WNW,31.0,NNW,NW,16.0,23.0,93.4,76.6,1029.1,1026.3,8.0,7.0,10.5,15.0,No
2014-07-03,Portland,6.9,13.8,0.2,0.4,8.4,N,52.0,NNW,N,22.0,24.0,79.0,61.8,1021.6,1016.4,,,9.3,15.1,No
2014-07-04,Portland,9.2,13.8,0.2,2.4,5.8,W,63.0,NNW,WNW,24.0,31.0,87.2,87.1,1010.0,1008.0,8.0,8.0,10.0,11.8,No
2014-07-05,Portland,10.0,13.2,12.2,1.4,4.5,W,63.0,WSW,WSW,34.0,33.0,88.9,86.5,1013.1,1014.0,8.0,8.0,11.1,11.5,Yes
2014-07-06,Portland,8.5,14.0,1.6,1.4,8.2,WSW,35.0,WSW,W,14.0,24.0,82.4,75.3,1016.3,1016.0,8.0,8.0,11.4,13.2,Yes
2014-07-07,Portland,4.8,12.3,0.2,0.6,2.7,N,40.0,N,N,9.0,20.0,92.2,82.3,1013.9,1008.9,,,5.8,11.6,No
2014-07-08,Portland,5.6,15.1,0.0,1.6,6.3,N,67.0,N,NNE,24.0,29.0,71.4,56.8,1003.6,997.7,4.0,,10.5,14.6,No
2014-07-09,Portland,8.3,11.3,2.2,3.2,0.3,N,47.0,NW,SW,17.0,20.0,95.6,76.5,995.5,998.1,8.0,8.0,7.9,10.4,Yes
2014-07-10,Portland,7.3,12.0,4.2,0.4,2.5,SW,58.0,WSW,WSW,32.0,27.0,87.1,67.3,1009.4,1011.7,8.0,8.0,10.5,11.8,Yes
2014-07-11,Portland,7.1,14.5,6.6,0.6,5.0,W,69.0,NNW,WNW,20.0,26.0,96.7,78.6,1013.2,1011.5,2.0,8.0,10.8,13.5,Yes
2014-07-12,Portland,6.0,10.9,12.4,1.4,6.0,SSW,45.0,SSW,SSW,16.0,17.0,72.9,66.1,1024.2,1026.9,8.0,1.0,8.2,11.6,Yes
2014-07-13,Portland,7.4,12.3,0.2,1.0,3.7,W,30.0,WSW,SW,11.0,10.0,72.2,86.7,1031.9,1033.0,,8.0,10.2,10.4,No
2014-07-14,Portland,4.4,10.8,0.6,1.4,0.3,NNE,21.0,N,NNE,6.0,12.0,98.3,80.1,1031.3,1026.9,,,5.8,10.2,No
2014-07-15,Portland,4.5,9.5,0.0,0.6,0.0,NNE,39.0,N,N,18.0,19.0,78.9,81.0,1014.4,1008.9,8.0,7.0,7.6,9.8,No
2014-07-16,Portland,7.4,14.8,0.0,1.0,3.7,NNW,63.0,N,NNW,15.0,24.0,95.3,71.8,1008.1,1004.7,7.0,4.0,8.3,13.5,No
2014-07-17,Portland,4.9,10.5,15.0,3.4,3.0,WSW,89.0,SW,WSW,36.0,34.0,77.5,64.1,1008.3,1009.5,8.0,8.0,6.7,7.9,Yes
2014-07-18,Portland,5.8,12.3,7.6,0.0,7.4,S,46.0,SSW,SW,16.0,14.0,79.2,69.8,1025.9,1027.4,8.0,7.0,8.9,11.7,Yes
2014-07-19,Portland,5.3,12.6,2.2,0.6,3.6,W,23.0,,WSW,0.0,14.0,93.7,91.3,1030.8,1030.7,8.0,8.0,8.2,10.9,Yes
2014-07-20,Portland,6.2,12.7,1.4,0.8,5.6,WNW,19.0,NW,SSE,6.0,6.0,98.9,83.8,1029.0,1026.3,8.0,8.0,9.2,10.9,Yes
2014-07-21,Portland,3.3,11.4,0.2,1.6,4.6,N,24.0,NNW,N,8.0,8.0,99.2,72.0,1025.5,1023.1,8.0,,6.2,11.0,No
2014-07-22,Portland,1.5,14.0,0.4,0.6,9.7,E,16.0,N,E,11.0,7.0,94.5,67.4,1026.5,1023.5,,,4.6,13.8,No
2014-07-23,Portland,2.1,9.7,0.2,1.4,1.5,N,24.0,N,NNE,15.0,12.0,92.9,73.2,1022.4,1018.0,,,5.1,9.7,No
2014-07-24,Portland,4.3,12.9,4.2,0.8,0.0,E,32.0,ENE,E,13.0,18.0,99.3,91.5,1013.2,1008.9,8.0,8.0,8.5,10.9,Yes
2014-07-25,Portland,8.6,14.3,5.6,0.4,4.5,W,43.0,NNW,W,18.0,27.0,96.3,77.3,1012.4,1014.3,8.0,6.0,11.0,13.7,Yes
2014-07-26,Portland,11.0,14.8,3.0,1.8,8.1,WSW,36.0,WSW,W,15.0,19.0,84.1,74.0,1023.8,1024.3,8.0,7.0,12.0,12.6,Yes
2014-07-27,Portland,6.1,15.5,0.4,1.6,6.4,NNW,49.0,N,NNW,26.0,25.0,87.6,66.8,1021.1,1016.8,,,9.1,15.1,No
2014-07-28,Portland,8.6,15.7,0.0,1.8,7.0,NW,61.0,NNW,WNW,20.0,38.0,92.5,70.9,1013.0,1010.2,,1.0,10.7,15.8,No
2014-07-29,Portland,10.8,15.7,3.6,1.8,3.2,WNW,82.0,NW,WNW,44.0,46.0,87.5,84.1,1005.4,1005.4,8.0,8.0,13.6,14.1,Yes
2014-07-30,Portland,11.9,15.6,5.0,1.0,3.1,NW,80.0,NW,WNW,36.0,40.0,91.1,78.9,1010.0,1007.8,8.0,8.0,13.9,15.5,Yes
2014-07-31,Portland,11.7,12.8,0.8,2.4,0.1,W,99.0,NNW,W,43.0,54.0,79.9,69.5,993.1,995.4,8.0,8.0,13.0,7.7,No
2014-08-01,Portland,4.2,9.7,20.0,2.0,5.0,SSW,70.0,SW,SW,23.0,30.0,67.4,62.7,1004.9,1014.6,8.0,1.0,7.7,8.9,Yes
2014-08-02,Portland,1.1,12.5,0.6,0.8,8.0,W,40.0,N,WNW,11.0,17.0,80.1,60.3,1030.6,1030.9,,5.0,5.7,11.1,No
2014-08-03,Portland,0.6,13.1,0.4,1.6,9.8,NW,40.0,N,WNW,14.0,22.0,80.6,56.6,1032.9,1030.3,,,5.9,13.1,No
2014-08-04,Portland,4.0,13.8,0.0,1.4,7.2,NW,39.0,NNW,WNW,19.0,25.0,60.7,66.7,1032.3,1030.5,5.0,8.0,8.2,13.2,No
2014-08-05,Portland,8.4,12.9,2.0,2.2,2.1,NW,41.0,NNW,WNW,10.0,16.0,98.9,81.6,1033.1,1031.9,8.0,8.0,9.9,13.0,Yes
2014-08-06,Portland,9.7,14.9,0.8,0.4,,W,54.0,NW,WNW,21.0,38.0,95.4,74.4,1030.5,1028.1,8.0,8.0,10.6,13.2,No
2014-08-07,Portland,10.3,12.6,2.4,,2.2,W,36.0,NNW,WSW,9.0,13.0,91.3,83.3,1031.3,1029.2,8.0,8.0,10.5,13.4,Yes
2014-08-08,Portland,9.2,15.4,2.2,2.2,5.1,NW,30.0,N,N,8.0,18.0,87.1,62.1,1030.5,1027.2,8.0,8.0,9.5,13.8,Yes
2014-08-09,Portland,5.4,16.0,0.0,2.2,0.8,NW,45.0,NW,NNW,16.0,17.0,80.5,63.1,1024.9,1020.3,,8.0,9.9,14.7,No
2014-08-10,Portland,7.5,11.3,6.6,1.8,7.7,WSW,49.0,SW,SSW,20.0,19.0,61.6,65.5,1027.2,1027.8,8.0,8.0,10.3,10.6,Yes
2014-08-11,Portland,6.0,11.6,2.0,1.6,6.3,S,32.0,SE,SSE,15.0,15.0,71.1,68.9,1033.0,1032.4,8.0,4.0,7.8,11.0,Yes
2014-08-12,Portland,5.2,12.4,0.6,1.4,3.5,SE,31.0,SSW,SE,8.0,18.0,74.8,83.4,1035.5,1035.4,8.0,8.0,8.1,9.5,No
2014-08-13,Portland,6.0,14.2,0.2,0.4,3.5,SSE,26.0,,S,1.0,9.0,91.8,80.7,1037.8,1036.7,8.0,7.0,9.8,13.9,No
2014-08-14,Portland,8.9,12.2,0.8,0.4,0.0,SSE,21.0,ESE,SSE,5.0,5.0,80.9,75.3,1036.6,1034.6,8.0,8.0,10.5,11.4,No
2014-08-15,Portland,4.5,12.9,0.0,0.2,9.4,W,26.0,NNW,W,9.0,15.0,92.5,64.9,1029.8,1026.4,,,7.2,12.6,No
2014-08-16,Portland,3.1,12.8,0.0,1.8,6.5,ESE,24.0,,SE,0.0,15.0,95.0,71.8,1024.4,1021.9,6.0,8.0,7.9,11.9,No
2014-08-17,Portland,7.1,13.3,0.6,1.2,7.3,SSE,32.0,SE,S,10.0,14.0,84.3,65.9,1020.7,1019.8,8.0,7.0,10.2,12.2,No
2014-08-18,Portland,8.6,13.3,0.0,1.4,1.9,SSE,32.0,SSE,S,8.0,14.0,66.8,75.6,1025.2,1023.1,8.0,8.0,10.7,10.7,No
2014-08-19,Portland,7.5,13.0,0.0,0.8,1.8,ESE,24.0,SE,ESE,10.0,8.0,69.9,62.7,1026.3,1025.9,8.0,8.0,10.0,11.6,No
2014-08-20,Portland,6.8,14.1,0.0,0.8,1.9,SSE,23.0,,SE,0.0,16.0,78.0,63.9,1028.4,1027.7,3.0,1.0,10.0,12.3,No
2014-08-21,Portland,6.7,14.3,0.4,0.8,2.9,E,19.0,N,ENE,7.0,10.0,83.1,67.3,1028.9,1026.4,8.0,7.0,9.8,11.6,No
2014-08-22,Portland,3.7,18.7,0.2,1.2,4.7,N,33.0,N,N,13.0,11.0,88.5,63.3,1029.0,1026.0,8.0,8.0,7.3,16.9,No
2014-08-23,Portland,3.6,16.9,0.0,2.4,1.8,WNW,60.0,NNE,WNW,18.0,41.0,76.3,89.6,1023.4,1021.1,7.0,8.0,12.0,11.2,No
2014-08-24,Portland,9.5,12.7,5.8,1.8,7.9,W,54.0,W,W,34.0,32.0,72.1,81.7,1025.8,1025.6,7.0,8.0,12.0,10.8,Yes
2014-08-25,Portland,10.4,15.3,2.2,1.4,7.6,SW,36.0,SSE,SE,15.0,15.0,83.6,73.9,1030.4,1029.1,8.0,5.0,11.9,14.3,Yes
2014-08-26,Portland,4.5,15.3,0.0,1.4,10.0,E,27.0,,E,0.0,13.0,100.0,75.8,1029.9,1026.5,7.0,3.0,8.6,14.9,No
2014-08-27,Portland,4.6,17.0,0.4,1.8,9.9,W,30.0,NNW,W,9.0,19.0,91.1,62.7,1027.9,1027.2,,,12.6,15.6,No
2014-08-28,Portland,3.5,17.3,0.4,1.8,9.9,W,24.0,,WNW,3.0,15.0,97.8,59.5,1029.3,1027.5,8.0,,11.3,15.6,No
2014-08-29,Portland,5.3,19.7,0.0,2.4,9.9,N,47.0,N,S,9.0,4.0,89.3,63.2,1030.1,1027.0,,,10.1,18.7,No
2014-08-30,Portland,6.0,20.6,0.2,2.2,9.6,NNE,18.0,ENE,WSW,9.0,6.0,95.1,55.5,1025.1,1020.2,5.0,,9.3,19.2,No
2014-08-31,Portland,9.7,20.6,0.2,3.6,0.5,N,53.0,N,NNW,17.0,24.0,68.9,38.7,1014.6,1011.0,1.0,5.0,12.6,21.0,No
2014-09-01,Portland,10.2,13.1,8.8,2.8,3.9,WNW,45.0,SW,SW,13.0,23.0,83.3,79.4,1009.6,1010.8,8.0,8.0,11.1,12.1,Yes
2014-09-02,Portland,7.3,13.3,4.0,1.6,8.9,S,36.0,S,S,18.0,14.0,58.1,62.7,1022.3,1022.7,1.0,1.0,12.2,11.7,Yes
2014-09-03,Portland,4.8,13.2,0.0,1.8,3.4,WSW,21.0,SE,SW,1.0,10.0,67.7,65.2,1024.4,1022.1,,8.0,11.0,11.6,No
2014-09-04,Portland,3.4,15.0,0.0,1.2,9.2,SE,27.0,NNE,SE,10.0,16.0,77.5,62.1,1021.4,1020.8,,1.0,9.6,12.4,No
2014-09-05,Portland,5.3,14.0,2.4,2.2,8.8,SE,23.0,ENE,SE,7.0,13.0,89.1,71.2,1027.0,1026.0,4.0,8.0,10.8,14.0,Yes
2014-09-06,Portland,4.6,17.8,0.2,2.0,9.6,N,20.0,NNE,S,11.0,11.0,86.8,57.5,1029.8,1027.6,,,9.3,15.7,No
2014-09-07,Portland,5.0,20.0,0.0,3.6,10.3,NNE,41.0,N,NNE,13.0,18.0,73.4,44.2,1026.8,1022.1,,,11.4,18.9,No
2014-09-08,Portland,11.1,20.4,0.0,6.4,3.5,N,72.0,N,N,23.0,39.0,55.4,48.9,1014.3,1005.5,7.0,,14.7,20.1,No
2014-09-09,Portland,13.0,17.9,2.8,5.4,9.1,NNW,72.0,NW,WNW,28.0,24.0,77.5,68.3,1002.7,1001.6,2.0,,12.8,16.7,Yes
2014-09-10,Portland,10.4,17.0,0.4,4.8,7.6,NW,72.0,WNW,WNW,30.0,42.0,71.2,68.3,1010.0,1008.9,1.0,,14.2,15.8,No
2014-09-11,Portland,9.4,13.1,5.4,3.8,8.0,W,67.0,WSW,WSW,32.0,24.0,67.9,65.5,1016.7,1019.8,8.0,8.0,11.2,13.1,Yes
2014-09-12,Portland,5.1,14.1,0.2,3.2,3.1,WSW,31.0,NNW,WSW,9.0,20.0,79.1,66.8,1027.1,1026.2,8.0,2.0,11.2,13.5,No
2014-09-13,Portland,10.2,15.6,0.0,1.6,2.4,NW,30.0,N,W,9.0,13.0,73.2,63.3,1025.4,1022.5,8.0,8.0,11.4,13.8,No
2014-09-14,Portland,3.3,15.5,0.0,1.0,8.3,E,29.0,NE,SE,6.0,14.0,86.5,64.9,1021.3,1018.6,,7.0,11.5,14.7,No
2014-09-15,Portland,11.0,14.7,4.0,2.6,4.1,SE,49.0,E,ESE,22.0,26.0,88.1,85.0,1014.1,1010.7,,7.0,12.0,13.2,Yes
2014-09-16,Portland,10.8,15.3,0.0,2.2,8.6,WSW,42.0,SSW,W,17.0,17.0,68.2,86.6,1014.1,1013.7,,8.0,12.3,11.9,No
2014-09-17,Portland,9.2,13.2,2.4,2.4,7.4,WSW,57.0,WSW,WSW,30.0,31.0,59.3,65.5,1017.1,1018.2,3.0,8.0,10.6,9.4,Yes
2014-09-18,Portland,7.9,13.2,2.2,3.2,4.0,WSW,32.0,SSW,S,13.0,15.0,65.2,55.1,1025.1,1024.9,8.0,0.0,11.4,12.9,Yes
2014-09-19,Portland,4.4,15.0,0.2,1.8,7.2,W,25.0,SW,SW,12.0,14.0,71.7,66.3,1026.3,1025.3,4.0,8.0,11.3,12.2,No
2014-09-20,Portland,1.0,15.8,0.0,1.4,9.6,SSE,25.0,SSW,S,7.0,15.0,69.5,50.6,1030.0,1029.3,6.0,5.0,12.2,14.4,No
2014-09-21,Portland,0.4,15.1,0.0,2.6,10.1,E,21.0,NNE,E,5.0,12.0,71.5,62.6,1032.2,1030.2,,,11.9,15.0,No
2014-09-22,Portland,3.6,21.9,0.2,2.6,10.3,NNW,26.0,N,NE,13.0,10.0,73.5,35.7,1028.5,1023.8,,,12.2,21.2,No
2014-09-23,Portland,7.7,25.4,0.0,5.4,9.9,NNW,34.0,N,NNE,15.0,13.0,53.0,36.2,1024.4,1019.8,,,16.9,23.7,No
2014-09-24,Portland,12.9,20.3,0.4,3.8,1.5,W,31.0,N,NW,11.0,15.0,85.0,72.8,1014.9,1012.8,,,15.1,18.3,No
2014-09-25,Portland,11.0,14.5,0.2,2.4,3.4,WSW,39.0,SSW,WSW,9.0,22.0,82.4,74.4,1019.8,1019.6,,,10.9,12.9,No
2014-09-26,Portland,8.8,16.5,3.2,2.0,6.8,W,35.0,NW,W,12.0,22.0,89.0,76.9,1020.5,1019.0,,,13.5,15.5,Yes
2014-09-27,Portland,9.6,24.4,0.2,2.2,10.3,NNW,45.0,N,NNW,22.0,22.0,77.5,54.9,1017.0,1012.8,,,14.7,23.5,No
2014-09-28,Portland,14.4,25.8,0.0,9.0,8.2,NW,80.0,NW,NW,38.0,45.0,29.9,37.6,1005.0,1001.9,,,24.1,23.0,No
2014-09-29,Portland,12.2,16.7,0.0,6.6,10.3,WNW,55.0,WNW,W,28.0,34.0,64.1,70.4,1012.7,1010.5,,,13.2,15.7,No
2014-09-30,Portland,11.9,15.9,0.0,4.2,6.0,W,77.0,NW,WSW,43.0,44.0,70.4,61.6,1004.6,1008.3,,,16.6,11.4,No
2014-10-01,Portland,6.9,13.3,11.2,3.2,7.0,SW,47.0,SW,WSW,27.0,24.0,61.1,63.5,1024.4,1025.7,,,11.2,13.7,Yes
2014-10-02,Portland,10.2,14.1,0.2,1.8,1.2,WSW,45.0,WSW,WSW,26.0,21.0,72.6,83.4,1026.3,1024.2,,,12.6,13.2,No
2014-10-03,Portland,6.0,18.2,0.4,2.4,6.6,E,50.0,ENE,ENE,8.0,8.0,86.7,71.2,1023.2,1018.8,,,11.2,15.7,No
2014-10-04,Portland,8.1,26.0,0.4,2.4,10.7,WNW,69.0,N,WNW,26.0,43.0,53.6,47.1,1013.2,1008.8,,,18.0,21.5,No
2014-10-05,Portland,12.0,15.1,0.0,6.0,8.9,WSW,30.0,SSW,S,12.0,13.0,64.8,56.2,1017.5,1016.9,,,12.1,15.2,No
2014-10-06,Portland,7.7,23.9,0.4,4.0,1.7,WNW,87.0,NE,NNE,14.0,19.0,89.2,69.6,1004.0,996.7,,,10.2,18.8,No
2014-10-07,Portland,9.9,16.2,3.2,2.4,7.2,WSW,64.0,WSW,W,28.0,36.0,71.7,82.7,1012.4,1016.1,,,11.3,12.0,Yes
2014-10-08,Portland,9.1,17.2,1.8,3.0,10.3,W,51.0,WNW,W,20.0,34.0,88.4,74.9,1021.2,1021.1,,,11.6,15.1,Yes
2014-10-09,Portland,6.7,19.6,1.2,3.2,7.5,NNW,26.0,N,W,11.0,10.0,96.2,59.3,1021.7,1018.0,,,11.4,18.4,Yes
2014-10-10,Portland,11.3,24.7,0.0,4.6,10.0,W,41.0,N,WNW,13.0,22.0,51.3,40.9,1010.5,1009.6,,,17.5,22.2,No
2014-10-11,Portland,12.4,16.4,0.0,7.0,8.0,W,32.0,SW,W,16.0,19.0,73.8,66.0,1016.4,1015.1,,,13.0,15.1,No
2014-10-12,Portland,6.8,16.9,0.0,3.4,4.8,WNW,55.0,NNW,WNW,14.0,32.0,99.6,80.4,1011.0,1008.1,,,9.5,15.9,No
2014-10-13,Portland,7.8,13.6,4.6,3.4,9.0,S,56.0,SSW,SSW,28.0,26.0,76.4,56.9,1015.1,1020.1,,,8.7,11.3,Yes
2014-10-14,Portland,7.1,14.1,2.6,2.6,4.9,SSE,38.0,S,S,19.0,21.0,67.6,64.5,1026.3,1026.5,,,9.5,12.8,Yes
2014-10-15,Portland,6.2,15.4,0.0,3.4,3.2,WSW,43.0,WSW,W,9.0,17.0,67.2,61.1,1024.7,1021.4,,,11.2,13.6,No
2014-10-16,Portland,9.8,13.5,3.8,1.6,9.5,,,SW,SSW,15.0,17.0,74.3,70.0,1020.9,1023.4,8.0,5.0,11.5,12.7,Yes
2014-10-17,Portland,3.6,16.3,,3.0,11.8,,,SE,E,9.0,20.0,84.1,57.1,1027.9,1025.4,8.0,1.0,11.0,15.7,
2014-10-18,Portland,8.9,28.2,,6.4,7.5,W,54.0,N,N,15.0,23.0,64.2,35.8,1023.5,1018.8,,5.0,12.9,25.2,
2014-10-19,Portland,13.2,14.8,0.0,7.6,0.5,S,35.0,ENE,SSW,6.0,11.0,96.8,86.2,1020.0,1023.3,8.0,8.0,14.0,15.2,No
2014-10-20,Portland,8.9,14.8,0.2,2.6,12.0,E,50.0,ESE,ESE,25.0,27.0,63.1,61.7,1031.0,1029.5,4.0,,11.7,14.8,No
2014-10-21,Portland,8.7,22.6,0.0,4.6,12.0,ENE,37.0,ENE,E,13.0,11.0,78.9,64.3,1025.6,1022.9,,1.0,10.9,22.5,No
2014-10-22,Portland,11.9,25.1,0.0,7.2,10.0,SSW,38.0,NNE,SSW,9.0,21.0,68.6,81.6,1017.6,1018.0,8.0,,19.2,16.6,No
2014-10-23,Portland,13.3,15.4,0.0,6.6,6.3,SE,41.0,SE,ESE,24.0,20.0,89.1,82.3,1020.9,1017.6,8.0,8.0,13.1,15.7,No
2014-10-24,Portland,11.8,19.1,0.0,3.6,7.8,W,54.0,N,W,4.0,35.0,98.0,82.3,1013.1,1013.2,2.0,7.0,15.0,16.8,No
2014-10-25,Portland,12.0,15.4,0.0,4.6,9.5,S,26.0,SE,SE,14.0,15.0,81.4,74.3,1018.0,1016.6,8.0,8.0,14.6,15.6,No
2014-10-26,Portland,11.3,24.3,0.0,4.0,8.7,WNW,56.0,ENE,NE,13.0,15.0,81.9,60.7,1014.2,1009.5,8.0,,12.6,21.2,No
2014-10-27,Portland,11.8,15.4,0.8,6.2,9.6,W,68.0,W,WSW,34.0,45.0,87.0,65.1,1007.1,1010.8,8.0,8.0,11.9,15.0,No
2014-10-28,Portland,12.3,17.0,1.0,5.2,8.1,W,74.0,W,W,40.0,40.0,78.2,60.5,1012.2,1015.3,8.0,8.0,12.7,15.7,No
2014-10-29,Portland,10.3,17.5,0.0,3.0,4.3,W,54.0,WNW,W,20.0,35.0,75.4,77.2,1017.7,1016.7,8.0,8.0,13.6,15.8,No
2014-10-30,Portland,11.9,17.6,0.0,3.4,6.0,W,40.0,W,W,22.0,26.0,86.7,70.0,1016.3,1014.3,8.0,1.0,12.0,17.0,No
